4,0.1858,0.1697,0.2036,0.2608
4,0.1888,0.2151,0.202,0.2451
4,0.2523,0.2731,0.2012,0.2418
4,0.2918,0.2462,0.1984,0.2913
4,0.3652,0.2312,0.203,0.2594
4,0.2899,0.2541,0.2048,0.2434
4,0.2316,0.2051,0.2297,0.259
4,0.2249,0.2183,0.2122,0.2609
4,0.2244,0.3397,0.4528,0.5669
4,0.4146,0.4795,0.4229,0.4347
5,0.2339,0.2036,0.2144,0.2612
5,0.1788,0.172,0.2176,0.2728
5,0.2449,0.4356,0.407,0.2615
5,0.2576,0.2369,0.49,0.6639
5,0.4494,0.1913,0.222,0.2857
5,0.2012,0.2334,0.2387,0.2624
5,0.2314,0.1962,0.229,0.319
5,0.9703,0.9203,0.2538,0.4633
5,0.3631,0.3941,0.6243,0.6908
5,0.4195,0.4421,0.2745,0.4369
6,0.2188,0.1724,0.2415,0.3448
6,0.2036,0.2216,0.2845,0.295
6,0.301,0.3448,0.2009,0.2528
6,0.1702,0.157,0.2091,0.2609
6,0.188,0.2197,0.2175,0.2681
6,0.196,0.1917,0.2188,0.2674
6,0.1575,0.188,0.2428,0.3387
6,0.3455,0.1474,0.215,0.2685
6,0.1582,0.1457,0.2153,0.2853
6,0.1924,0.2249,0.2222,0.5103
7,0.3388,0.3806,0.5637,0.9179
7,0.3564,0.1757,0.2046,0.2429
7,0.162,0.1511,0.2177,0.2632
7,0.18,0.2416,0.2144,0.2449
7,0.173,0.1456,0.2095,0.2752
7,0.2054,0.1982,0.2003,0.2525
7,0.2361,0.277,0.2148,0.2663
7,0.1528,0.3194,0.2705,0.2529
7,0.175,0.183,0.207,0.2466
7,0.1668,0.2062,0.2078,0.2432
8,0.1048,0.1332,0.2096,0.2608
8,0.1524,0.1246,0.2001,0.2519
8,0.2251,0.2525,0.2135,0.2367
8,0.3383,0.4301,0.4572,0.52
8,0.3391,0.4205,0.4408,0.3564
8,0.1329,0.1441,0.2238,0.2631
8,0.1567,0.134,0.2055,0.2558
8,0.1757,0.2476,0.3025,0.6957
8,0.2206,0.2002,0.2032,0.244
8,0.2337,0.2228,0.2098,0.2579
9,0.1068,0.1514,0.2219,0.2679
9,0.1419,0.355,0.6359,0.2804
9,0.4113,0.3325,0.4016,0.5097
9,0.2536,0.2481,0.2279,0.2611
9,0.127,0.1446,0.4205,1.0517
9,1.2147,0.4203,0.2156,0.2942
9,0.2295,0.2515,0.2279,0.3501
9,0.2936,0.2785,0.2731,0.2426
9,0.1591,0.1773,0.2043,0.2627
9,0.1538,0.2052,0.2129,0.2656
10,0.1806,0.1903,0.213,0.2611
10,0.1711,0.1835,0.2006,0.2473
10,0.2032,0.2193,0.2219,0.2743
10,0.1163,0.1116,0.2043,0.2724
10,0.1618,0.1878,0.2161,0.2673
10,0.1492,0.1309,0.2165,0.2588
10,0.2123,0.2084,0.2021,0.3015
10,0.206,0.3065,0.4458,0.5265
10,0.3509,0.4207,0.4483,0.3087
10,0.1079,0.1185,0.2027,0.2496
11,0.1319,0.1467,0.2096,0.2413
11,0.1572,0.136,0.203,0.2476
11,0.1443,0.1616,0.2095,0.251
11,0.2088,0.2385,0.2045,0.2528
11,0.1894,0.2069,0.2163,0.2777
11,0.1854,0.2029,0.2193,0.2579
11,0.1717,0.1769,0.2178,0.2606
11,0.1055,0.1329,0.2251,0.2592
11,0.1924,0.196,0.2142,0.2393
11,0.1192,0.1316,0.2156,0.2609
12,0.1496,0.127,0.218,0.2535
12,0.171,0.1792,0.3935,0.5419
12,0.282,0.328,0.4504,0.5172
12,0.2857,0.2514,0.2244,0.2439
12,0.1155,0.1661,0.2109,0.279
12,0.1364,0.1329,0.2156,0.2627
12,0.1307,0.1209,0.2241,0.3014
12,0.2076,0.2178,0.2128,0.2412
12,0.1791,0.2766,0.2286,0.2672
12,0.1563,0.1855,0.2181,0.2495
13,0.1288,0.1842,0.212,0.2527
13,0.1308,0.1565,0.2172,0.2709
13,0.1383,0.1995,0.2176,0.2695
13,0.1581,0.1747,0.2507,0.262
13,0.1721,0.1873,0.2433,0.2588
13,0.0815,0.1043,0.2042,0.498
13,0.3053,0.3741,0.6108,0.7245
13,0.2373,0.2335,0.2442,0.2637
13,0.1082,0.0997,0.2177,0.2612
13,0.103,0.1132,0.2237,0.2807
14,0.1879,0.1877,0.214,0.2714
14,0.1564,0.2401,0.2028,0.2593
14,0.1279,0.145,0.2027,0.2463
14,0.0767,0.083,0.2302,0.2614
14,0.1041,0.1444,0.2079,0.2553
14,0.1528,0.2165,0.2134,0.2726
14,0.1354,0.1166,0.2129,0.2448
14,0.1803,0.2018,0.2026,0.2431
14,0.1681,0.1802,0.2266,0.2593
14,0.1337,0.1749,0.221,0.486
15,0.2198,0.3873,0.4385,0.538
15,0.3307,0.4602,0.6538,0.5405
15,0.2283,0.4735,0.2585,0.2617
15,0.1637,0.1737,0.2005,0.2456
15,0.1765,0.1841,0.2208,0.2687
15,0.1772,0.1832,0.2222,0.27
15,0.1505,0.2335,0.2232,0.28
15,0.175,0.2244,0.4011,0.2722
15,0.1308,0.1635,0.2148,0.2599
15,0.1101,0.0916,0.2006,0.2509
16,0.1466,0.2316,0.2196,0.2855
16,0.1776,0.2025,0.2112,0.2476
16,0.1209,0.1611,0.2065,0.247
16,0.1687,0.207,0.4512,0.5767
16,0.2141,0.2991,0.4727,0.535
16,0.1556,0.1403,0.2004,0.2406
16,0.1295,0.1285,0.2073,0.2534
16,0.0912,0.1012,0.2101,0.267
16,0.1179,0.1273,0.215,0.27
16,0.2021,0.2398,0.2059,0.2544
17,0.1312,0.1791,0.1994,0.254
17,0.1075,0.1318,0.2082,0.2423
17,0.1742,0.2739,0.2137,0.2581
17,0.1076,0.1446,0.2044,0.2372
17,0.1303,0.1428,0.3262,0.3352
17,0.1376,0.1677,0.2072,0.2543
17,0.1553,0.1458,0.2225,0.2612
17,0.1925,0.2169,0.2126,0.3747
17,0.5186,0.5936,0.7058,0.9194
17,0.2218,0.1407,0.2182,0.2622
18,0.1307,0.2131,0.2182,0.2682
18,0.1444,0.177,0.1992,0.258
18,0.1517,0.1951,0.212,0.2745
18,0.103,0.1127,0.2088,0.2433
18,0.0864,0.0951,0.2216,0.2886
18,0.109,0.1393,0.2052,0.2432
18,0.114,0.1231,0.2077,0.2411
18,0.1893,0.2295,0.2249,0.2588
18,0.1409,0.1571,0.2111,0.2504
18,0.1402,0.1642,0.2164,0.2617
19,0.1181,0.1704,0.2061,0.2442
19,0.1928,0.2046,0.2236,0.2504
19,0.136,0.3793,0.4924,0.5703
19,0.2069,0.2363,0.4535,0.5408
19,0.2429,0.1481,0.2322,0.2726
19,0.0587,0.0626,0.2064,0.2425
19,0.1401,0.2503,0.2056,0.2505
19,0.1147,0.122,0.2105,0.2705
19,0.1427,0.204,0.2443,0.2806
19,0.0963,0.1105,0.2286,0.2664
20,0.1305,0.2351,0.223,0.2622
20,0.0854,0.1222,0.4111,0.3621
20,0.0924,0.1302,0.2264,0.248
20,0.1371,0.1402,0.2054,0.254
20,0.1694,0.1704,0.21,0.2424
20,0.2138,0.2527,0.3904,0.3575
20,0.1416,0.1502,0.3371,0.7138
20,0.6194,0.3825,0.8003,0.4425
20,0.13,0.1194,0.2096,0.2564
20,0.0712,0.0894,0.2144,0.4722
21,0.1477,0.1393,0.2067,0.2424
21,0.0828,0.128,0.2179,0.2432
21,0.0792,0.1123,0.2134,0.2442
21,0.1175,0.1511,0.2111,0.2393
21,0.126,0.1699,0.2385,0.2651
21,0.1454,0.1886,0.2018,0.261
21,0.1206,0.1656,0.2143,0.273
21,0.1966,0.2237,0.2089,0.2676
21,0.1275,0.1856,0.2085,0.2407
21,0.0895,0.1398,0.2252,0.2652
22,0.0907,0.1007,0.223,0.285
22,0.2986,0.4352,0.457,0.5337
22,0.2774,0.3622,0.4491,0.3383
22,0.1143,0.2298,0.2108,0.2506
22,0.1769,0.2372,0.2039,0.248
22,0.0796,0.1142,0.2146,0.2414
22,0.1323,0.1473,0.2127,0.2731
22,0.1362,0.1479,0.2031,0.2502
22,0.1175,0.1357,0.2045,0.2341
22,0.1059,0.1227,0.2193,0.2709
23,0.1487,0.1674,0.2108,0.2431
23,0.1022,0.0949,0.2234,0.2709
23,0.1179,0.1654,0.2132,0.2436
23,0.0786,0.1018,0.2055,0.2443
23,0.147,0.1765,0.2146,0.2612
23,0.1169,0.1638,0.2194,0.2805
23,0.228,0.3593,0.4589,0.5584
23,0.3216,0.374,0.4376,0.427
23,0.1094,0.1832,0.2198,0.2586
23,0.1326,0.1677,0.214,0.2702
24,0.1255,0.1387,0.2101,0.2725
24,0.1425,0.1707,0.2158,0.2806
24,0.1005,0.0927,0.1993,0.2601
24,0.1172,0.1269,0.2104,0.2689
24,0.1573,0.2157,0.2024,0.2451
24,0.0773,0.1052,0.2286,0.2438
24,0.1349,0.238,0.2011,0.249
24,0.1652,0.203,0.2134,0.2654
24,0.11,0.1341,0.2254,0.2787
24,0.0968,0.1205,0.2221,0.267
25,0.1285,0.1594,0.2222,0.2717
25,0.1198,0.1436,0.4196,0.5414
25,0.4425,0.5641,0.4759,0.5084
25,0.2436,0.1855,0.2036,0.2514
25,0.1036,0.1374,0.2003,0.2389
25,0.0808,0.1255,0.2266,0.2736
25,0.3566,0.4282,0.2185,0.2632
25,0.1189,0.1288,0.4519,1.1554
25,0.4035,0.1542,0.1997,0.2373
25,0.1483,0.2593,0.2263,0.2653
26,0.0844,0.0892,0.2191,0.2791
26,0.1396,0.1817,0.2097,0.2445
26,0.1478,0.1834,0.2075,0.2415
26,0.11,0.2653,0.3891,0.5185
26,0.2325,0.2633,0.4554,0.5585
26,0.3987,0.2303,0.2074,0.2399
26,0.1609,0.1914,0.2155,0.2735
26,0.0955,0.1748,0.2142,0.2762
26,0.1917,0.2568,0.2058,0.246
26,0.1234,0.1507,0.2246,0.2573
27,0.1212,0.211,0.2097,0.2716
27,0.1512,0.1991,0.2093,0.2474
27,0.1097,0.1516,0.2052,0.2447
27,0.069,0.0826,0.2223,0.2589
27,0.1269,0.1734,0.1988,0.2452
27,0.0772,0.1052,0.1996,0.248
27,0.1045,0.1132,0.2092,0.2468
27,0.1203,0.1504,0.2101,0.2678
27,0.1522,0.255,0.4145,0.5721
27,0.3015,0.3059,0.4729,0.5527
28,0.2074,0.2629,0.2161,0.2553
28,0.1684,0.2263,0.2058,0.2427
28,0.081,0.1108,0.2224,0.2687
28,0.1186,0.1671,0.2108,0.2695
28,0.0958,0.1348,0.206,0.2412
28,0.1007,0.1335,0.2112,0.2503
28,0.1034,0.1234,0.1985,0.253
28,0.1724,0.1687,0.211,0.2763
28,0.1432,0.1594,0.2127,0.2594
28,0.0918,0.1006,0.2144,0.2436
29,0.1554,0.1771,0.1999,0.2499
29,0.1259,0.2128,0.2043,0.2339
29,0.1683,0.1705,0.3315,0.3895
29,0.1347,0.2519,0.4706,0.5885
29,0.2573,0.3546,0.4596,0.4908
29,0.1435,0.1362,0.2206,0.2582
29,0.0919,0.1338,0.2292,0.2688
29,0.1472,0.2423,0.2205,0.2753
29,0.1221,0.2369,0.2051,0.2493
29,0.1565,0.1507,0.2183,0.2537
30,0.1057,0.1482,0.2145,0.2363
30,0.0925,0.1257,0.2068,0.2551
30,0.121,0.1905,0.2071,0.2441
30,0.0792,0.1586,0.2132,0.2596
30,0.0866,0.1042,0.2255,0.2704
30,0.0987,0.131,0.1997,0.2507
30,0.1211,0.1376,0.2151,0.2592
30,0.2061,0.2334,0.2273,0.2666
30,0.187,0.3251,0.467,0.5621
30,0.3989,0.4692,0.4166,0.3524
31,0.1035,0.2466,0.2118,0.247
31,0.1004,0.1534,0.2211,0.2565
31,0.0755,0.1495,0.2058,0.2431
31,0.1067,0.1564,0.2164,0.2459
31,0.0988,0.1559,0.2082,0.2777
31,0.0692,0.0884,0.2139,0.2682
31,0.0934,0.093,0.2091,0.2456
31,0.1305,0.2019,0.2012,0.2515
31,0.1013,0.1043,0.2151,0.2589
31,0.1114,0.1891,0.2113,0.27
32,0.1158,0.1427,0.2296,0.2626
32,0.1334,0.1966,0.212,0.2768
32,0.1451,0.154,0.2084,0.2423
32,0.1483,0.1747,0.3761,0.5791
32,0.162,0.2662,0.4599,0.5574
32,0.1486,0.2107,0.3013,0.2447
32,0.1891,0.2028,0.2004,0.2648
32,0.1373,0.1735,0.21,0.2591
32,0.1141,0.1371,0.216,0.2624
32,0.1362,0.1717,0.2292,0.262
33,0.1354,0.1905,0.2024,0.26
33,0.1422,0.1812,0.2202,0.2695
33,0.0864,0.0887,0.2133,0.2615
33,0.0942,0.1133,0.2252,0.2651
33,0.1241,0.2513,0.2128,0.2594
33,0.1221,0.1975,0.2086,0.2666
33,0.1029,0.1047,0.2138,0.28
33,0.179,0.2368,0.2113,0.2455
33,0.161,0.2693,0.4298,0.5305
33,0.3573,0.4812,0.463,0.5123
34,0.1488,0.1518,0.2099,0.2432
34,0.1031,0.2215,0.2205,0.2755
34,0.0893,0.1067,0.2008,0.2457
34,0.1841,0.2426,0.2064,0.27
34,0.1158,0.1278,0.2121,0.2469
34,0.1202,0.157,0.1985,0.2576
34,0.1964,0.1827,0.2104,0.2691
34,0.0976,0.1469,0.2296,0.2725
34,0.1742,0.2308,0.2015,0.2413
34,0.1022,0.1186,0.2015,0.2575
35,0.1461,0.1964,0.2139,0.2623
35,0.1441,0.1651,0.2041,0.2385
35,0.1279,0.1749,0.227,0.2796
35,0.162,0.5072,0.4607,0.5826
35,0.2936,0.4396,0.4073,0.2675
35,0.1056,0.1887,0.2186,0.2632
35,0.0551,0.0654,0.211,0.2617
35,0.1547,0.1675,0.2103,0.2696
35,0.0945,0.1545,0.1977,0.2535
35,0.1309,0.1477,0.2176,0.2738
36,0.103,0.118,0.2013,0.2501
36,0.1043,0.1058,0.2132,0.2446
36,0.0982,0.1878,0.2095,0.2504
36,0.1093,0.1771,0.1987,0.2526
36,0.1379,0.1675,0.2124,0.2694
36,0.0515,0.0529,0.2037,0.2513
36,0.1039,0.155,0.2109,0.2434
36,0.1282,0.2396,0.2016,0.2469
36,0.1219,0.173,0.2777,0.4783
36,0.1903,0.2622,0.4743,0.5789
37,0.2199,0.358,0.3125,0.2718
37,0.1181,0.1428,0.1971,0.2577
37,0.0895,0.169,0.201,0.2435
37,0.0966,0.1505,0.2071,0.2462
37,0.1578,0.2281,0.1978,0.2516
37,0.1059,0.2075,0.2117,0.266
37,0.1027,0.1205,0.2089,0.2449
37,0.0656,0.1195,0.217,0.2731
37,0.1041,0.17,0.2152,0.2607
37,0.083,0.1391,0.2128,0.2679
38,0.0495,0.0554,0.2012,0.2552
38,0.1293,0.2235,0.2003,0.2404
38,0.0725,0.0856,0.2041,0.2475
38,0.0788,0.1176,0.2006,0.2547
38,0.132,0.1797,0.277,0.5152
38,0.2043,0.4611,0.4352,0.5397
38,0.2861,0.3877,0.2182,0.2484
38,0.0866,0.1428,0.218,0.2604
38,0.1683,0.1517,0.2174,0.2472
38,0.0746,0.1232,0.2159,0.2369
